Timestamp,Buildid,Cellname,Productarticlenumber,Lost Time in minutes,Linename,Product_expectedbuildtime,Actual_buildtime_step,Process_losttime,Interferencecomment,Interferencecategorymain,Interferencecategorysub,Productname
2077-07-29T00:00:00.000-07:00,102436,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,427,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-08-18T00:00:00.000-07:00,102438,Final Assembly,5370-273-204,null,Model Value Stream,600,249,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-08-30T00:00:00.000-07:00,102418,Final Assembly,5371-273-003,8.149674,Model Value Stream,720,1209,489,Drill bit broke off in set screw ,Assembly Quality,,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-23T00:00:00.000-07:00,102434,Burnish and Inspection,5371-273-003,null,Model Value Stream,720,617,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-15T00:00:00.000-07:00,102436,Pack Station,5371-273-003,null,Model Value Stream,720,119,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-25T00:00:00.000-07:00,102416,Kitting,5371-273-003,0.983294,Model Value Stream,720,343,59,"Went over standard time, missing 5371-451-028 fld.",Incorrect Kitting Standard Time,,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-17T00:00:00.000-08:00,102432,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,573,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-12-02T00:00:00.000-08:00,102419,Housing Assembly,5371-273-003,null,Model Value Stream,720,655,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-12-13T00:00:00.000-08:00,102410,Final Assembly,5371-273-003,null,Model Value Stream,720,452,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2078-01-12T00:00:00.000-08:00,102411,Pack Station,5371-273-003,null,Model Value Stream,720,243,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2078-02-17T00:00:00.000-08:00,102278,Kitting,5370-273-204,null,Model Value Stream,600,null,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-14T00:00:00.000-07:00,102278,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,9,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-15T00:00:00.000-07:00,102360,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,515,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-21T00:00:00.000-07:00,102366,Hub-Shaft-Armature Assembly,5370-273-204,3.3332,Model Value Stream,600,800,200,"Air hose came off of field press drill, 686 op help ",Shared Equipment,,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-05-05T00:00:00.000-07:00,102393,Housing Assembly,5370-169-203,null,Model Value Stream,360,99,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-06-01T00:00:00.000-07:00,102274,Housing Assembly,5370-273-204,16.715998,Model Value Stream,600,1603,1003,Stock out component- wait for 204 magnet ,Shared Equipment,,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-18T00:00:00.000-07:00,102367,Housing Assembly,5370-273-204,null,Model Value Stream,600,493,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-19T00:00:00.000-07:00,102368,Housing Assembly,5370-273-204,null,Model Value Stream,600,481,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-20T00:00:00.000-07:00,102369,Housing Assembly,5370-273-204,null,Model Value Stream,600,485,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-06-26T00:00:00.000-07:00,102386,Housing Assembly,5371-270-009,null,Model Value Stream,360,3,null,null,null,null,5371-270-009_CL EM-210-10 90V,
2078-06-28T00:00:00.000-07:00,102392,Final Assembly,5370-169-203,null,Model Value Stream,360,97,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-06-29T00:00:00.000-07:00,102393,Final Assembly,5370-169-203,null,Model Value Stream,360,65,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-07-05T00:00:00.000-07:00,102376,Final Assembly,5370-169-204,null,Model Value Stream,360,160,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-07-09T00:00:00.000-07:00,102380,Final Assembly,5370-169-204,null,Model Value Stream,360,78,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-07-19T00:00:00.000-07:00,102389,Final Assembly,5370-169-219,null,Model Value Stream,360,65,null,null,null,null,5370-169-219_BK EM-50-20MB 90V GEN2,
2078-07-30T00:00:00.000-07:00,102277,Final Assembly,5370-273-204,null,Model Value Stream,600,177,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-08-01T00:00:00.000-07:00,102360,Final Assembly,5370-273-204,null,Model Value Stream,600,201,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-08-07T00:00:00.000-07:00,102366,Final Assembly,5370-273-204,null,Model Value Stream,600,192,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-05-11T00:00:00.000-07:00,102460,Burnish and Inspection,5370-273-204,35.348586,Model Value Stream,600,2721,2121,"Wait for shafts- warm up machines, AT in cell (686) ",Long Machining Cycle Time,,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-21T00:00:00.000-07:00,102453,Kitting,5370-169-219,6.983054,Model Value Stream,360,703,419,"748-0556 ring by the Cafe, work order for 2 modules.",Incorrect Kitting Standard Time,Kitting distance,5370-169-219_BK EM-50-20MB 90V GEN2,
2077-06-30T00:00:00.000-07:00,102440,Kitting,5370-273-204,null,Model Value Stream,600,113,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-08-12T00:00:00.000-07:00,102430,Housing Assembly,5371-273-003,null,Model Value Stream,720,234,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-08-29T00:00:00.000-07:00,102417,Final Assembly,5371-273-003,null,Model Value Stream,720,498,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-12T00:00:00.000-07:00,102445,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,544,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-11-11T00:00:00.000-08:00,102411,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,504,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-15T00:00:00.000-08:00,102419,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,475,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-18T00:00:00.000-08:00,102433,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,451,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-26T00:00:00.000-08:00,102406,Housing Assembly,5371-170-051,131.74473,Model Value Stream,null,8265,7905,Tech watch first part ,Technical Support,,"5371-170-051_BRK ASSY,ERS-68/EM-215, 24V",
2077-11-30T00:00:00.000-08:00,102416,Housing Assembly,5371-273-003,null,Model Value Stream,720,608,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-12-12T00:00:00.000-08:00,102406,Final Assembly,5371-170-051,9.449622,Model Value Stream,null,927,567,  ,Other,,"5371-170-051_BRK ASSY,ERS-68/EM-215, 24V",
2077-12-30T00:00:00.000-08:00,102414,Burnish and Inspection,5371-273-003,null,Model Value Stream,720,720,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2078-02-02T00:00:00.000-08:00,102383,Kitting,5370-169-204,null,Model Value Stream,360,70,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-02-07T00:00:00.000-08:00,102388,Kitting,5370-169-219,4.133168,Model Value Stream,360,532,248,"748-0556 ring by the Cafe, work order is for 2 modules.",Incorrect Kitting Standard Time,Kitting distance,5370-169-219_BK EM-50-20MB 90V GEN2,
2078-02-27T00:00:00.000-08:00,102369,Kitting,5370-273-204,null,Model Value Stream,600,124,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-03-08T00:00:00.000-08:00,102393,Hub-Shaft-Armature Assembly,5370-169-203,null,Model Value Stream,360,142,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-03-21T00:00:00.000-07:00,102383,Hub-Shaft-Armature Assembly,5370-169-204,null,Model Value Stream,360,335,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-04-07T00:00:00.000-07:00,102275,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,66,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-22T00:00:00.000-07:00,102367,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,347,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-25T00:00:00.000-07:00,102354,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,379,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2078-04-28T00:00:00.000-07:00,102357,Hub-Shaft-Armature Assembly,5370-273-235,null,Model Value Stream,720,519,null,null,null,null,5370-273-235_C/B UM-180-2030 90V AF GEN2,
2078-05-26T00:00:00.000-07:00,102390,Housing Assembly,5370-169-225,null,Model Value Stream,360,269,null,null,null,null,5370-169-225_BK EM-50-20 90V SGLARM GEN2,
2078-07-06T00:00:00.000-07:00,102377,Final Assembly,5370-169-204,null,Model Value Stream,360,135,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-04-01T00:00:00.000-07:00,102457,Final Assembly,5370-170-220,null,Model Value Stream,360,116,null,null,null,null,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-04-15T00:00:00.000-07:00,102471,Final Assembly,5370-273-204,null,Model Value Stream,600,130,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-04-16T00:00:00.000-07:00,102472,Final Assembly,5370-273-204,null,Model Value Stream,600,184,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-15T00:00:00.000-07:00,102463,Pack Station,5370-273-204,null,Model Value Stream,600,178,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-07-21T00:00:00.000-07:00,102413,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,15,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-04T00:00:00.000-07:00,102435,Final Assembly,5371-273-003,null,Model Value Stream,720,488,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-22T00:00:00.000-07:00,102433,Burnish and Inspection,5371-273-003,2.033252,Model Value Stream,720,842,122,Longer build time than burnish time ,Incorrect Standard Work,,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-11T00:00:00.000-07:00,102432,Pack Station,5371-273-003,null,Model Value Stream,720,143,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-14T00:00:00.000-07:00,102435,Pack Station,5371-273-003,null,Model Value Stream,720,88,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-03T00:00:00.000-07:00,102433,Kitting,5371-273-003,null,Model Value Stream,720,237,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-08T00:00:00.000-08:00,102407,Hub-Shaft-Armature Assembly,5371-170-046,1.716598,Model Value Stream,600,463,103,Wait for board- delayed times due to missing hubs ,Shared Equipment,,"5371-170-046_ BRAKE: ERS-68/EM-210, 24V",
2077-11-09T00:00:00.000-08:00,102406,Hub-Shaft-Armature Assembly,5371-170-051,null,Model Value Stream,null,9,null,null,null,null,"5371-170-051_BRK ASSY,ERS-68/EM-215, 24V",
2077-12-14T00:00:00.000-08:00,102411,Final Assembly,5371-273-003,null,Model Value Stream,720,678,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2078-01-01T00:00:00.000-08:00,102419,Burnish and Inspection,5371-273-003,null,Model Value Stream,720,276,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2078-01-20T00:00:00.000-08:00,102393,Kitting,5370-169-203,null,Model Value Stream,360,65,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-02-08T00:00:00.000-08:00,102389,Kitting,5370-169-219,null,Model Value Stream,360,48,null,null,null,null,5370-169-219_BK EM-50-20MB 90V GEN2,
2078-02-23T00:00:00.000-08:00,102365,Kitting,5370-273-204,null,Model Value Stream,600,106,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-03-24T00:00:00.000-07:00,102358,Hub-Shaft-Armature Assembly,5370-169-214,12.699492,Model Value Stream,360,1122,762,Re-run 0305- bore undersized ,Shaft-Armature Machine,,5370-169-214_BK EM-180-20 90V GEN2,
2078-04-16T00:00:00.000-07:00,102361,Hub-Shaft-Armature Assembly,5370-273-204,1.866592,Model Value Stream,600,712,112,Op had to verify shaft going to shipping for other area (686) ,Other,,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-19T00:00:00.000-07:00,102364,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,285,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-04-24T00:00:00.000-07:00,102369,Hub-Shaft-Armature Assembly,5370-273-204,2.599896,Model Value Stream,600,756,156,Wait on assembly- staple machine jammed ,Shared Equipment,,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-05-03T00:00:00.000-07:00,102391,Housing Assembly,5370-169-203,null,Model Value Stream,360,99,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-05-28T00:00:00.000-07:00,102353,Housing Assembly,5370-169-278,null,Model Value Stream,720,368,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2078-07-22T00:00:00.000-07:00,102352,Final Assembly,5370-169-278,null,Model Value Stream,720,121,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2078-07-29T00:00:00.000-07:00,102276,Final Assembly,5370-273-204,null,Model Value Stream,600,187,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-04-20T00:00:00.000-07:00,102476,Burnish and Inspection,5370-169-204,null,Model Value Stream,360,3,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-05-15T00:00:00.000-07:00,102464,Burnish and Inspection,5370-273-204,1.49994,Model Value Stream,600,690,90,Wait for housing- forgot to validate ,Long Machining Cycle Time,,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-05-19T00:00:00.000-07:00,102473,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,539,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-05-21T00:00:00.000-07:00,102475,Pack Station,5370-169-204,null,Model Value Stream,360,40,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-06-17T00:00:00.000-07:00,102465,Pack Station,5370-273-204,null,Model Value Stream,600,147,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-18T00:00:00.000-07:00,102471,Pack Station,5370-273-204,null,Model Value Stream,600,113,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-06-23T00:00:00.000-07:00,102455,Kitting,5370-169-225,null,Model Value Stream,360,220,null,null,null,null,5370-169-225_BK EM-50-20 90V SGLARM GEN2,
2077-07-16T00:00:00.000-07:00,102443,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,287,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-08-15T00:00:00.000-07:00,102434,Housing Assembly,5371-273-003,null,Model Value Stream,720,412,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-08-27T00:00:00.000-07:00,102413,Final Assembly,5371-273-003,null,Model Value Stream,720,455,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-10T00:00:00.000-07:00,102443,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,332,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-09-14T00:00:00.000-07:00,102412,Burnish and Inspection,5371-273-003,8.216338,Model Value Stream,720,1213,493,Wait on housing- helicoil gun battery died ,Long Machining Cycle Time,,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-18T00:00:00.000-07:00,102418,Burnish and Inspection,5371-273-003,null,Model Value Stream,720,589,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-09-25T00:00:00.000-07:00,102436,Burnish and Inspection,5371-273-003,null,Model Value Stream,720,554,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-03T00:00:00.000-07:00,102410,Pack Station,5371-273-003,null,Model Value Stream,720,102,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-13T00:00:00.000-07:00,102434,Pack Station,5371-273-003,null,Model Value Stream,720,123,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-21T00:00:00.000-07:00,102412,Kitting,5371-273-003,1.516606,Model Value Stream,720,375,91,"Went over standard time, missing 5371-451-028 fld.",Incorrect Kitting Standard Time,,5371-273-003_CL/BK UM-210-1020 90V,
2077-10-28T00:00:00.000-07:00,102419,Kitting,5371-273-003,0.99996,Model Value Stream,720,344,60,"Went over standard time, missing 5371-451-028 fld.",Incorrect Kitting Standard Time,,5371-273-003_CL/BK UM-210-1020 90V,
2077-11-24T00:00:00.000-08:00,102408,Housing Assembly,5371-169-032,65.364052,Model Value Stream,480,4402,3922,Re-run 0172 housing ,Housing Machine,,5371-169-032_BK EM-210-20FBB 24V,
2077-12-07T00:00:00.000-08:00,102402,Final Assembly,5370-273-204,null,Model Value Stream,600,209,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-12-16T00:00:00.000-08:00,102416,Final Assembly,5371-273-003,null,Model Value Stream,720,597,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2078-01-11T00:00:00.000-08:00,102406,Pack Station,5371-170-051,null,Model Value Stream,null,135,null,null,null,null,"5371-170-051_BRK ASSY,ERS-68/EM-215, 24V",
2078-03-25T00:00:00.000-07:00,102397,Hub-Shaft-Armature Assembly,5370-169-214,13.299468,Model Value Stream,360,1158,798,"Elmass 0305, wait for TL for validation ",Shaft-Armature Machine,,5370-169-214_BK EM-180-20 90V GEN2,
2078-04-11T00:00:00.000-07:00,102277,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,194,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2078-05-04T00:00:00.000-07:00,102392,Housing Assembly,5370-169-203,null,Model Value Stream,360,7,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2078-05-10T00:00:00.000-07:00,102375,Housing Assembly,5370-169-204,null,Model Value Stream,360,337,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-05-15T00:00:00.000-07:00,102380,Housing Assembly,5370-169-204,null,Model Value Stream,360,135,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-05-23T00:00:00.000-07:00,102387,Housing Assembly,5370-169-219,null,Model Value Stream,360,123,null,null,null,null,5370-169-219_BK EM-50-20MB 90V GEN2,
2078-07-07T00:00:00.000-07:00,102378,Final Assembly,5370-169-204,null,Model Value Stream,360,99,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-07-12T00:00:00.000-07:00,102383,Final Assembly,5370-169-204,null,Model Value Stream,360,85,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2078-08-05T00:00:00.000-07:00,102364,Final Assembly,5370-273-204,null,Model Value Stream,600,195,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-04-07T00:00:00.000-07:00,102470,Final Assembly,5370-270-204,null,Model Value Stream,360,8,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2077-04-12T00:00:00.000-07:00,102463,Final Assembly,5370-273-204,null,Model Value Stream,600,210,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-04-14T00:00:00.000-07:00,102465,Final Assembly,5370-273-204,null,Model Value Stream,600,220,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-04-17T00:00:00.000-07:00,102473,Final Assembly,5370-273-204,null,Model Value Stream,600,221,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2077-05-01T00:00:00.000-07:00,102456,Burnish and Inspection,5370-170-220,null,Model Value Stream,360,54,null,null,null,null,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-05-02T00:00:00.000-07:00,102457,Burnish and Inspection,5370-170-220,null,Model Value Stream,360,34,null,null,null,null,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-05-30T00:00:00.000-07:00,102484,Pack Station,5370-169-204,null,Model Value Stream,360,71,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2077-06-02T00:00:00.000-07:00,102456,Pack Station,5370-170-220,null,Model Value Stream,360,110,null,null,null,null,"5370-170-220_BRK ASSY,EM-180/ERS-49,90V",
2077-06-05T00:00:00.000-07:00,102466,Pack Station,5370-270-204,null,Model Value Stream,360,46,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2077-06-16T00:00:00.000-07:00,102464,Pack Station,5370-273-204,null,Model Value Stream,600,137,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
